path,w,h,kb,mode,top1,top8,ncolors,sat
DAPR-3340--Spatial_Audio_I/Surround_Recording/Microphone_Spacing_Distance_Diagram.png,967,504,30,RGBA,0.853,0.994,56,0.066
DAPR-3340--Spatial_Audio_I/Surround_Recording/Input_Setup_Channel_Mapping_Matrix.jpg,1600,1108,167,RGB,0.504,0.854,237,0.002
DAPR-3340--Spatial_Audio_I/Surround_Recording/Facing_Bidirectional_Polar_Pattern_Diagram.png,379,457,28,RGBA,0.611,0.982,67,0.186
DAPR-3340--Spatial_Audio_I/Surround_Recording/Surround_Microphone_Array_With_Angles.png,1093,1469,118,RGBA,0.897,0.994,60,0.038
DAPR-3340--Spatial_Audio_I/Surround_Recording/Rounded_Mesh_Covered_Microphone_Housing.jpg,822,623,141,RGB,0.269,0.488,172,0.067
DAPR-3340--Spatial_Audio_I/Surround_Recording/Ambisonic_Microphone_With_Capsules_Exposed.jpg,1048,370,64,RGB,0.569,0.751,817,0.024
DAPR-3340--Spatial_Audio_I/Surround_Recording/Modified_Decca_Tree.png,976,861,46,RGBA,0.869,0.995,60,0.064
DAPR-3340--Spatial_Audio_I/Surround_Recording/Pt_Surround_Panner_Annotated.png,501,339,91,RGB,0.564,0.762,574,0.107
DAPR-3340--Spatial_Audio_I/Surround_Recording/Session_Monitor_Path_Settings.png,331,219,14,RGBA,0.755,0.928,88,0.01
DAPR-3340--Spatial_Audio_I/Surround_Recording/New_Tracks_Dialog_for_Surround_Track.png,827,127,14,RGBA,0.46,0.91,57,0.007
DAPR-3340--Spatial_Audio_I/Surround_Recording/New_Paths_Dialog_for_Surround_Busses.jpg,1081,357,57,RGB,0.584,0.871,210,0.006
DAPR-3340--Spatial_Audio_I/Surround_Recording/Cardioid_Pattern_Array_Layout.png,874,803,48,RGBA,0.881,0.994,69,0.059
DAPR-3340--Spatial_Audio_I/Surround_Recording/Spaced_Cardioid_Array_Spacing_Diagram.png,1059,421,39,RGBA,0.84,0.992,60,0.062
DAPR-3340--Spatial_Audio_I/Surround_Recording/Surround_Output_Assignment_Menu.jpg,967,397,82,RGB,0.561,0.873,333,0.036
DAPR-3340--Spatial_Audio_I/Surround_Recording/New_Paths_Dialog_for_Surround_Output.jpg,1075,354,131,RGB,0.598,0.867,123,0.007
DAPR-3340--Spatial_Audio_I/Surround_Recording/B_Format_WXYZ_Pickup_Patterns.png,246,273,21,RGBA,0.853,0.956,15,0.0
DAPR-3340--Spatial_Audio_I/Surround_Recording/Three_Cardioid_Front_Array_Diagram.png,1449,573,50,RGBA,0.912,0.996,52,0.03
DAPR-3340--Spatial_Audio_I/Surround_Recording/New_Tracks_Dialog_Creating_Mono_Tracks.jpg,1600,252,35,RGB,0.467,0.836,136,0.005
DAPR-3340--Spatial_Audio_I/Surround_Recording/Direct_Early_Late_Reflections_Timeline.png,1600,925,126,RGBA,0.92,0.99,32,0.0
DAPR-3340--Spatial_Audio_I/Surround_Recording/Fukada_Tree.png,1600,907,126,RGBA,0.928,0.991,60,0.027
DAPR-3340--Spatial_Audio_I/Surround_Recording/Surround_Array_Geometry.png,1600,900,294,RGBA,0.956,0.973,392,0.016
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Surround_Metering_Plugins.png,1280,1048,196,RGBA,0.694,0.912,319,0.257
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Down_Mixer_Plugin_Window.jpg,964,832,106,RGB,0.155,0.603,845,0.054
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Pt_IO_Setup_Dolby_Atmos_Tab.png,1600,1053,371,RGBA,0.339,0.948,94,0.002
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Finder_Folder_of_Split_Master_Files.jpg,511,473,118,RGB,0.583,0.898,173,0.006
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Waves_Surround_Mixdown_Plugin_Window.jpg,901,844,139,RGB,0.237,0.657,563,0.134
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Limiter_Ceiling_and_Intersample.png,1600,900,350,RGBA,0.927,0.964,370,0.03
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Mid_Slash_Side_Processing.jpg,1600,785,131,RGB,0.371,0.759,560,0.238
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Pt_IO_Setup_Output_Atmos_Objects.png,1600,1067,290,RGBA,0.344,0.951,94,0.004
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Dither_versus_Truncation_Noise_Floor.png,1600,900,433,RGBA,0.842,0.957,318,0.108
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Surround_Encoding_Plugins.png,1600,936,708,RGBA,0.461,0.828,1000,0.166
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Surround_Encoding_Plugins.jpg,1000,750,100,RGB,0.334,0.911,1067,0.02
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Limiting_and_Brickwall_Limiters.png,662,516,183,RGBA,0.272,0.524,705,0.259
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Upmix_Plugin_Channel_Meters.png,882,378,194,RGBA,0.244,0.617,643,0.258
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Common_Audio_Meters.png,1536,1024,611,P,0.413,0.659,118,0.213
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/EQ_Low_Pass_Filter_On_Sub.png,456,278,65,RGBA,0.148,0.624,578,0.094
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Multiband_Compression.png,1600,1050,448,P,0.394,0.593,112,0.143
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Dither_Quantization.png,1600,900,653,RGBA,0.904,0.922,740,0.046
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Mastering_Suite_With_EQ_Curve.jpg,1600,893,123,RGB,0.272,0.733,581,0.189
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Mastering_Chain_and_Print_Track_Strips.jpg,1060,820,458,RGB,0.091,0.404,571,0.285
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Full_Chain_of_Boxed_Processor_Icons.jpg,1600,237,89,RGB,0.722,0.906,82,0.102
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Equal_Loudness_Contour_Chart.jpg,1400,1231,230,RGB,0.789,0.902,1196,0.054
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Mixing_versus_Mastering.png,1600,900,764,RGBA,0.696,0.9,474,0.102
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Limiter_Plugin_With_Loudness_Readouts.png,662,516,184,RGBA,0.273,0.515,715,0.259
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Short_Chain_of_Boxed_Processor_Icons.jpg,1240,252,45,RGB,0.833,0.976,61,0.071
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Import_Audio_Dialog.png,1081,640,98,RGBA,0.607,0.947,203,0.046
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Mastering_Signal_Chain.png,1600,900,350,RGBA,0.835,0.933,372,0.112
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Multiband_Crossover_Bands.png,1600,900,298,RGBA,0.89,0.97,237,0.082
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Surround_Delivery_Formats.png,1600,900,785,RGBA,0.706,0.948,357,0.024
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Multichannel_Stem_File_List.png,315,280,19,RGBA,0.412,0.937,30,0.0
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Surround_Limiter_Plugin_Window.jpg,1095,783,148,RGB,0.159,0.5,782,0.196
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Upmix_Plugin_Polar_Display.png,623,723,170,RGB,0.255,0.71,534,0.329
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Surround_Encoding_Software.png,1057,1048,519,RGBA,0.727,0.869,634,0.07
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Surround_Encoding_Software.jpg,794,1032,46,RGB,0.155,0.427,585,0.084
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Compressor_Batch_With_Dolby_Digital_Preset.png,1600,1016,417,RGBA,0.388,0.939,220,0.044
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Dolby_Digital_Encoding_Preset_Window.jpg,1600,1122,121,RGB,0.363,0.923,294,0.006
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Channel_File_Assignment_for_Encoding.jpg,837,1066,66,RGB,0.138,0.439,1093,0.089
DAPR-3340--Spatial_Audio_I/Surround_Mastering_and_Surround_Encoding/Channel_File_Slot_Assignment_Dialog.png,805,978,124,RGBA,0.674,0.893,157,0.099
DAPR-3340--Spatial_Audio_I/Course_Orientation/Campus_Waterfall_Behind_Concrete_Beams.jpg,1100,158,205,RGB,0.034,0.158,1266,0.213
DAPR-3340--Spatial_Audio_I/Course_Orientation/Schedule_Module_Timeline.png,1600,900,101,RGBA,0.872,0.987,42,0.032
DAPR-3340--Spatial_Audio_I/Course_Orientation/Orientation_Prerequisites.png,1600,900,97,RGBA,0.97,0.991,38,0.024
DAPR-3340--Spatial_Audio_I/Course_Orientation/Orientation_Course_Description.png,1600,900,95,RGBA,0.97,0.991,41,0.024
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Track_Input_Selector.png,750,468,35,RGB,0.41,0.834,934,0.031
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Master_Fader_Strip_Annotated.png,2035,2615,526,RGB,0.825,0.918,348,0.01
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Export_Selected_Dialog_Video_Sample_Rate.png,288,374,26,RGBA,0.673,0.929,78,0.008
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Drum_Strips_With_VCA_Master.png,711,549,76,RGBA,0.156,0.583,478,0.52
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Wide_Mixer_View_With_Highlighted_Strips.jpg,1600,1111,373,RGB,0.038,0.16,1951,0.407
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Aux_Input_Strip_Annotated.png,2005,2610,656,RGB,0.818,0.911,383,0.011
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Automation_Window_with_Write_Enable_Buttons.jpg,227,776,117,RGB,0.236,0.691,194,0.062
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/String_Section_Strips_Routed_to_Submix.png,1580,547,91,RGBA,0.264,0.673,140,0.525
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Bus_Tab_Listing_Surround_Busses.png,794,694,75,RGBA,0.301,0.957,64,0.003
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Send_Window_Stereo.png,335,1058,80,RGB,0.422,0.819,610,0.051
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Surround_Mix_Workflow.png,1600,900,547,RGBA,0.896,0.936,520,0.061
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Compressor_Limiter_Over_Drum_Strips.png,824,733,230,RGBA,0.087,0.448,956,0.407
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Loudness_Metering.jpg,1600,1417,210,RGB,0.559,0.79,927,0.284
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Output_Window_71_Panner_Annotated.png,2020,1471,163,RGB,0.592,0.778,568,0.097
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Surround_Panner_Output_Window.jpg,634,1026,147,RGB,0.174,0.575,915,0.374
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Pt_Mix_Window_Atmos_Bed_Objects.png,1010,1386,257,RGB,0.069,0.408,1097,0.397
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Divergence_Front_Rear_Link.png,1288,504,39,RGB,0.38,0.726,513,0.045
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Loudness_Integrated_Shortterm_Truepeak.png,1600,900,528,RGBA,0.853,0.951,267,0.011
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Wide_Mix_Window_of_Colored_Strips.jpg,1600,717,292,RGB,0.028,0.161,1862,0.378
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Reverb_Auxiliary_and_Object_Strips.png,593,767,90,RGBA,0.067,0.383,550,0.632
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Submix_Strips_Feeding_Main_Mix.png,909,550,57,RGBA,0.173,0.619,212,0.532
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Dialog_Strips_Under_VCA_Master.png,473,545,56,RGBA,0.182,0.645,368,0.462
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Automation_Breakpoints_over_Colored_Clips.jpg,1600,478,110,RGB,0.196,0.728,825,0.081
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Pt_Surround_Panner_Mode_Menu.png,450,183,79,RGB,0.393,0.593,723,0.183
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Post_Production_Mix_Workflow_Chart.jpg,1029,1535,196,RGB,0.83,0.913,170,0.069
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Output_Path_Submenu_of_Subpaths.jpg,515,366,107,RGB,0.776,0.927,129,0.027
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Production_Session_Flow_Chart.jpg,1019,1467,380,RGB,0.857,0.975,265,0.089
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Output_Path_Menu_With_Studio_Main.jpg,952,796,384,RGB,0.634,0.841,397,0.056
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Pt_Surround_Panner_Annotated.png,501,339,91,RGB,0.564,0.762,574,0.107
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Surround_Session_Routing.png,1600,900,953,RGBA,0.599,0.844,863,0.125
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Surround_Panner_and_Automation_Ramp.png,1164,971,372,RGBA,0.172,0.671,897,0.421
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Surround_Panner_Window.png,1235,954,58,RGB,0.419,0.726,403,0.235
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Horn_Track_Strips_on_Shared_Bus.jpg,1249,1081,248,RGB,0.276,0.473,1343,0.282
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Create_Group_Dialog_for_Dialog_Tracks.png,489,663,46,RGBA,0.558,0.964,64,0.003
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Send_Assignment_Context_Menu_On_Strip.jpg,609,363,130,RGB,0.393,0.626,470,0.197
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Decca_Tree_Microphone_Channel_Strips.jpg,477,1370,454,RGB,0.323,0.618,448,0.235
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Output_Window_With_Highlighted_LFE_Fader.jpg,986,1044,120,RGB,0.206,0.546,1225,0.292
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Export_Selected_Dialog_High_Sample_Rate.png,288,374,25,RGBA,0.684,0.927,97,0.009
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Dialogue_and_Background_Stem_Strips.png,550,549,67,RGBA,0.126,0.547,516,0.548
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Drum_Mixer_Strips_With_Inserts.jpg,1600,925,348,RGB,0.076,0.312,1366,0.301
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Linked_Dual_Surround_Panner_Grids.jpg,1060,1025,247,RGB,0.191,0.599,1175,0.412
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Static_versus_Dynamic_Automation.png,1600,900,630,RGBA,0.857,0.94,264,0.018
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Plugin_Channel_Selection_Dropdown.jpg,1600,366,84,RGB,0.204,0.561,560,0.071
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Track_Assignment_Context_Menu.jpg,850,377,203,RGB,0.415,0.695,377,0.113
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Create_Group_Dialog_for_Drum_Tracks.png,489,663,47,RGBA,0.558,0.962,66,0.004
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Surround_Plug_Ins.png,903,657,39,P,0.255,0.704,81,0.164
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Bus_Paths_Mapped_to_Surround_Monitors.png,734,327,43,RGBA,0.281,0.943,84,0.008
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Two_Lindell_Channel_Strip_Windows.jpg,1600,840,284,RGB,0.05,0.311,1198,0.164
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Color_Coded_Input_Output_and_Bus_Paths.png,1572,757,52,RGB,0.271,0.848,273,0.05
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Export_to_AAF_Options_Dialog.jpg,651,1054,242,RGB,0.594,0.882,216,0.009
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Edit_Window_Pan_Automation_and_Panner.jpg,1600,741,138,RGB,0.202,0.539,882,0.313
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/IO_Setup_Path_Color_Selector.png,1600,348,101,RGB,0.22,0.748,346,0.098
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Stem_and_Submix_Channel_Strips.png,925,551,56,RGBA,0.089,0.463,352,0.58
DAPR-3340--Spatial_Audio_I/Surround_Mixing_and_Surround_Plugins/Guitar_and_Piano_Mixer_Strips.jpg,1600,907,277,RGB,0.086,0.341,1264,0.284
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Focusrite_Red_8Pre_Front_and_Rear.png,680,262,161,RGBA,0.517,0.658,1031,0.145
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Calibration_Order_of_Operations.png,1600,900,447,RGBA,0.8,0.962,366,0.143
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Soundbar_and_Subwoofer_System.png,588,292,54,RGBA,0.435,0.848,32,0.0
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Speaker_Placement.jpg,592,648,69,RGB,0.733,0.82,3098,0.087
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Room_Correction_EQ_Curve_Display.jpg,436,326,30,RGB,0.254,0.782,628,0.335
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Professional_Mixing_Environment.jpg,630,474,116,RGB,0.032,0.126,2762,0.378
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/System_Calibration.png,294,566,28,RGBA,0.797,0.975,176,0.135
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Consumer_Listening_Environment.jpg,626,274,31,RGB,0.096,0.369,602,0.12
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Consumer_Room_Compromises.png,1600,900,426,RGBA,0.819,0.967,304,0.011
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Monitoring_Environments_Comparison.png,1600,900,785,RGBA,0.493,0.755,879,0.11
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Signal_Generator_Set_to_Pink_Noise.png,453,198,104,RGBA,0.223,0.748,441,0.035
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Pt_51_Format_Channel_Assignments.png,514,293,112,RGB,0.331,0.74,497,0.013
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Bass_Management_Signal_Path.png,1600,900,492,RGBA,0.813,0.945,384,0.063
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/New_Tracks_Dialog_for_Pink_Noise.png,815,118,11,RGBA,0.505,0.974,51,0.011
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Studio_Live_Room_Photo.jpg,464,464,70,RGB,0.024,0.12,2229,0.442
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Theatrical_Listening_Environment.jpg,624,666,118,RGB,0.686,0.733,3579,0.069
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Pink_Noise_Test_Channel_Strip.png,81,547,19,RGBA,0.198,0.699,220,0.509
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Pt_Mix_Window_51_Surround_Routing.png,501,493,214,RGB,0.301,0.683,605,0.049
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Neumann_Studio_Monitor.png,276,362,181,RGBA,0.114,0.404,202,0.017
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Theatrical_versus_Home_Scale.png,1600,900,903,RGBA,0.62,0.907,276,0.101
DAPR-3340--Spatial_Audio_I/Surround_Monitoring/Placement_Height_Distance_Toe_in.png,1600,900,358,RGBA,0.927,0.967,338,0.027
DAPR-3340--Spatial_Audio_I/Instructor_Use_Only_(Hidden)/Uvu_Digital_Media_Logo.png,800,151,18,RGBA,0.59,0.981,29,0.0
DAPR-3340--Spatial_Audio_I/Final_Project_and_Final_Exam/Loudness_Analysis_Window_Before_Measuring.png,600,458,41,RGBA,0.883,0.966,833,0.104
DAPR-3340--Spatial_Audio_I/Final_Project_and_Final_Exam/Rerender_Window_With_Live_Layouts.png,800,728,53,RGBA,0.734,0.981,683,0.122
DAPR-3340--Spatial_Audio_I/Final_Project_and_Final_Exam/Re_Render_Properties_Dialog.png,488,586,35,RGBA,0.813,0.969,841,0.1
DAPR-3340--Spatial_Audio_I/Final_Project_and_Final_Exam/Final_Exam_Coverage_Map.png,1600,1000,609,RGBA,0.752,0.958,226,0.161
DAPR-3340--Spatial_Audio_I/Final_Project_and_Final_Exam/Recording_a_Dolby_Atmos_Master.png,576,276,27,RGBA,0.709,0.957,759,0.098
DAPR-3340--Spatial_Audio_I/Final_Project_and_Final_Exam/Export_Master_to_ADM_Dialog.png,640,348,30,RGBA,0.751,0.954,761,0.096
DAPR-3340--Spatial_Audio_I/Final_Project_and_Final_Exam/Course_Concept_Map.png,1600,900,738,RGBA,0.874,0.949,465,0.088
DAPR-3340--Spatial_Audio_I/Final_Project_and_Final_Exam/Loudness_Analysis_Results_Window.png,600,458,53,RGBA,0.852,0.953,1083,0.107
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Music_Panner_Path_Shape_Buttons.png,224,58,2,RGBA,0.44,0.909,92,0.224
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Panner_Mode_Menu_With_Theater_Chosen.png,288,320,83,RGBA,0.303,0.795,555,0.463
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Transport_Bar_Sync_Button_Highlighted.png,375,78,8,RGBA,0.642,0.948,362,0.119
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Modify_Groups_Attributes_Dialog.png,489,663,41,RGBA,0.785,0.956,83,0.008
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Frame_Rate_Menu_in_Renderer_Preferences.png,354,257,50,RGBA,0.735,0.925,1272,0.141
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Guitar_Object_Channel_Strips.png,422,590,271,RGBA,0.101,0.487,707,0.538
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Pt_Immersive_Panner_Lcr_Object_Channels.png,1600,1405,435,RGBA,0.127,0.602,815,0.163
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Pt_Immersive_Panner_Mono_Object.png,1090,1486,178,RGB,0.27,0.666,388,0.093
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Output_Paths_Including_LTC_Channel.png,1203,694,98,RGBA,0.359,0.967,46,0.002
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Pt_Immersive_Panner_Top_View_Speakers.png,694,732,197,RGB,0.072,0.492,338,0.109
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Working_with_Multiple_Beds.png,879,922,159,RGBA,0.053,0.307,879,0.661
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Renderer_Device_Settings_and_LTC_Channel.png,370,224,45,RGBA,0.596,0.918,1071,0.114
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Miniature_Panner_Room_Thumbnail.png,199,156,21,RGBA,0.655,0.937,214,0.803
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Bed_and_Object_Structure.png,1600,900,546,RGBA,0.793,0.948,422,0.042
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Sequencer_Step_Duration_Dropdown.png,403,141,19,RGBA,0.332,0.892,234,0.402
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Music_Panner_Plugin_Window.png,453,848,124,RGBA,0.275,0.606,260,0.206
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Track_Output_Bed_or_Object.png,1325,857,58,RGB,0.216,0.716,888,0.138
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Pt_Immersive_Panner_Stereo_Object.png,1090,1486,205,RGB,0.266,0.644,545,0.099
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Red_Arrow_to_VCA_Master_Strip.png,502,595,330,RGBA,0.084,0.419,887,0.556
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/The_Atmos_Music_Panner.gif,452,848,1969,P,0.23,0.487,161,0.223
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Timecode_Rate_Dropdown_Menu.png,309,132,38,RGBA,0.359,0.851,287,0.223
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Object_Assignment_Strips.png,854,854,78,RGB,0.238,0.593,1266,0.138
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Panner_Grid_Icon_Dropdown_Open.png,123,144,25,RGBA,0.223,0.776,243,0.215
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Binaural_Settings.png,800,771,112,RGBA,0.786,0.948,904,0.134
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Reverbs_in_an_Atmos_Mix.png,264,103,6,RGBA,0.221,0.721,121,0.184
DAPR-3340--Spatial_Audio_I/Mixing_in_Dolby_Atmos/Guitar_Strips_With_EQ_Plugin_Open.png,1015,717,193,RGBA,0.243,0.593,858,0.192
